adsbScope-WatchLog    2019/10/29
    Watch     Time      AA   Flight    Alt        Lat       Long  Speed  Head  Vario       Reg      Type
--     1  20:16:16  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:23  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:29  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:36  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:42  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:49  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:55  100000  ZSTFU     6650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:02  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:09  100000  ZSTFU     6650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:15  100000  ZSTFU     6650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:22  100000  ZSTFU     6625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:28  100000  ZSTFU     6600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:35  100000  ZSTFU     6625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:41  100000  ZSTFU     6625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:48  100000  ZSTFU     6600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:17:54  100000  ZSTFU     6600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:01  100000  ZSTFU     6575    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:07  100000  ZSTFU     6550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:14  100000  ZSTFU     6575    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:21  100000  ZSTFU     6550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:27  100000  ZSTFU     6550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:34  100000  ZSTFU     6550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:40  100000  ZSTFU     6500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:47  100000  ZSTFU     6475    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:18:53  100000  ZSTFU     6450    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:00  100000  ZSTFU     6400    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:06  100000  ZSTFU     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:13  100000  ZSTFU     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:19  100000  ZSTFU     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:26  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:32  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:39  100000  ZSTFU     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:46  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:52  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:19:59  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:05  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:12  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:18  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:25  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:31  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:38  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:44  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:51  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:20:57  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:04  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:11  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:17  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:24  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:30  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:37  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:43  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:50  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:21:56  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:03  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:09  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:16  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:22  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:29  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:35  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:42  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:49  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:22:55  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:23:02  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:23:08  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
<<     1  20:23:15  100000
